Text,lables
"This was actually a surprisingly refreshing drink that is lighter then OJ and reminds me of a virgin Mimosa. There was little after taste and the flavor isn't overbearing like an orange soda. The best thing is its all natural with no corn syrup. The bad thing is that the size is a little small at only 8.3 oz, which is probably to keep the calorie count down. Overall, a good, refreshing pick me up, but you may want to drink more then one.",Positive
"My class action law firm, Gallo & Associates, is investigating whether Sun-Maid misrepresents the nature of its Yogurt Raisins and Yogurt Cranberries to consumers by claiming its raisins and cranberries are coated with ""real yogurt"" when  the mixture they are coated with is primarily composed of sugar and oil and contains little, if any, real yogurt.  If you live in California, were deceived by one of these products, and would like to help with our investigation, please email me at dvalerian@gallo-law.com to discuss your experience.  Thank you, Dominic Valerian",Negative
"I tried the Honey Stinger Orange Blossom Energy chews while training for my first marathon.  I had tried energy gels first but didn't like them because the packaging always cut my lips, I could never eat the whole package at one time, and they always caused a sticky mess.  The energy chews tasted better and were less messy.  They were still a little sticky, but manageable.  The energy gels gave me a much more noticeable boost in energy, though.  I also disliked the packaging of the Honey Stinger chews because it was too difficult to open while running.  The top of the bag is too thick and the force needed to tear it open would cause the rest of the bag to tear and make the chews explode out of the bag.  I ended up just cutting open the bag beforehand and putting the chews in a Ziploc bag.  I got the Clif Shot Blok chews at the marathon expo and thought they tasted slightly better.  All of the chews and gels I have looked at have been overpriced.",Neutral
"My basenji, Lily, loves Rawhide Munchy Sticks Beef 5"" 100 Pack and Chicken, 5"" 100 Pack best, but these are a great deal and she will chew happily on these as well.  I guess she is not too picky.",Neutral
I have had much better Sumatra coffees.  This was a little bland for my taste; certainly not what I would have expected from a Wolfgang Puck product.,Neutral
"This box weighs in at 60 oz & contains the normal size Tootsie Pop..not those small ones.<br />I decided to count the quantity of each flavor:<br /> 32 Grape<br /> 17 Raspberry<br /> 16 Chocolate<br /> 16 Cherry<br /> 14 Green Apple<br />  8 Orange<br /><br />103 Total Tootsie Pops<br /><br />I'm not a fan of apple flavored candy, but the Green Apple flavor isn't too bad.  These Tootsie Pops are for my hubby anyway; he takes them along for long car trips. I couldn't count them without having at least one.  yum...I love Tootsie Pops<br /><br />Tootsie Pops have a Tootsie Roll center (a chewy, chocolate candy that doesn't melt) surrounded by a hard candy sucker/lollipop.<br /><br />One Tootsie Pop has 60 calories, 10 grams of sugar, 15g total carbohydrate & 2% of the daily iron requirement; no fat, cholesterol, fiber or sodium.<br /><br />~~UPDATE: We just received our 2nd order of Tootsie Pops. For anyone who's interested, I did another count.<br /> 34 Cherry<br /> 19 Grape<br /> 18 Chocolate<br /> 16 Raspberry<br /> 10 Orange<br />  7 Green Apple<br /><br />104 Total Tootsie Pops<br /><br />UPDATE:<br />I told myself I wasn't going to count these again.  Well, our third shipment arrived today & instead of rec'g the Variety Pack (which doesn't really mention 'variety pack' on the box, but instead says Assorted) we rec'd the Fun Flavor Assortment. So I did a count:<br /><br />52 Cherry; 13 Chocolate; 12 Strawberry; 10 Lemon Lime; 9 Blue Raspberry; 8 Watermelon =  104 Tootsie Pops<br /><br />These 3 shipments each came from different suppliers.  Two were fulfilled by Amazon.",Positive
Love this tea!  Been drinking tea for years and years and just bought a Keurig machine.  Bigelow Tea English is the best black tea in my opinion.  Nice taste and smooth.,Positive
I understand that some of the coffee in assortment sampler packs with be decaf but a third of the pack was. I would not have bought it if I knew so much Decaf would come with it. Decaf in my house is unused coffee and thus a waste. Thanks for wasting my money.,Negative
"This chocolate is good, but it tastes more like a candy chocolate due to its sweetness.  It has a good mouth feel and texture but for ""dark"" chocolate it tastes a little to sweet.  Packaging is good, and the sample I got was well preserved, not old or dried out like some chocolate bars you get in the store.<br /><br />Overall as a candy or treat this is good, environmentally responsible chocolate.",Positive
"This is a direct response to the misleading, non-sensical review that starts with the headline: ""No Bargain"":<br /><br />First off, the ""No Bargain"" review is EXTREMELY MISLEADING.<br /><br />Here's the two things the reviewer got right: 1) If you DO have the Fancy Feast cases delivered regularly via Amazon's ""Subscribe & Save""-- you pay $14.02 a case. 2) If you buy 24 cans at Petsmart (at 53 cents per can) you pay $12.72 for a case.<br /><br />BUT HERE'S WHERE THEIR THEORY IMPLODES:<br /><br />If you buy your case at Petsmart (in CA-- specifically in Los Angeles where I live)-- YOU HAVE TO PAY SALES TAX... Adding as much as $1.24 to the total cost of a case.<br /><br />Now the Petsmart case costs $13.96. Since we've agreed that the Amazon case purchased via Amazon's ""Subscribe & Save"" costs $14.02... That means there is only a SIX CENT DIFFERENCE PER CASE between Amazon's price and California Petsmart and Walmart prices.<br /><br />Plus, you also have to PAY FOR GAS if you go to Petsmart or Walmart. Plus, the extra travel time to and fro. Plus, you have to drag all that cat food to your car from the store and then drag it from your car to your house.<br /><br />MY Amazon Fancy Feast is DELIVERED TO MY FRONT DOOR BY A UPS DELIVERY PERSON.<br /><br />I'll gladly pay a EXTRA SIX CENTS for DELIVERY TO MY DOOR.<br /><br />If folks follow your thinking-- they'll spend A LOT MORE MONEY for their cat food!<br /><br />Think it through! Fancy Feast is a PERFECTLY FINE DEAL HERE!",Positive
This was my first time ordering this product.  I was not thrilled with it.  It is OK but not great.  My favorite is still the Midnight Magic by Timothys.,Neutral
"If you like Japanese rice crackers like I do, this is a must have. It's fat free, contains nutrition-rich seaweed, and is a crunchy, satisfying snack that will appeal to all but finicky kids. But it might be rather expensive for some.",Positive
"This is a GREAT tasting and HEALTHY cereal which I enjoy for my breakfast almost every day of the week. Kudos to to Nature's Path for producing a cereal that tastes good and really is healthy! Almost all other cereals including so-called ""healthy"" high fiber ones have HIGH FRUCTOSE CORN SYRUP as one of the principle ingrediants.<br /><br />HFCS is suspected of contributing to metabolism disorders, diabetes, high blood pressure, elevated triglycerides, heart disease and obesity.  It's present in MANY manufactured foods and beverages, but NOT in Organic Smart Bran.  Read more about the suspected dangers of High Fructose Corn Syrup here:  [...]<br /><br />I buy this product from Amazon by subscription.  That way I always have it in stock, and the price is considerably lower than what I would pay at my local supermarket.",Positive
"I have really enjoyed other Dr. McDougall products, but not this one. It was really bland and needs to be cooked longer than on the directions. I gave it 2 tries, but couldn't finish either.",Negative
These taste like chemicals and seeing that there isnt any sugar  thats exactly what it is... GROSS dont buy taste revolting!,Negative
I try to be positive about most things. However I cannot endorse or recommend this product. It does not even resemble peanut butter. I even tried it with real jelly and could not cover the bad taste. It has a strong taste but not a peanut butter taste. I can't compare it to anything I have ever tasted.,Negative
I love coconut oil and use it on hair and body and in lotions and lipgloss and occasionally even cook with it.  But I like the Nutivia oil better becasue it actually smells like toasted coconut.  That is really the only reason for the preference for me!  But this I have had and the consistency and texture are perfect.,Neutral
Just to make sure I am getting enough coconut oil in me I added these. I have had no problem so far.,Positive
"We used this for broth when we are out of our own chickens to make broth.  It's quick and easy.  That said, anything boxed this way is going to be exposed to Bisphenol A just like canned goods, as the boxes are lined the same way.  It's unfortunate, as it's a good product, but it's no longer on my shelf.  :(",Neutral
"Mate came as expected, but I would not recommend buying from this seller.  I purchased another damaged product with this shipment and he refused to respond or acknowledge the problem.  Buy elsewhere.",Negative
"Don't let the almost clinical look of the packaging fool you.  This is NOT some sort of strictly medicinal tea.  The flavor is awesome!  If sweet and spicy ginger is what you are looking for, buy this product.  While it does offer some medicinal benefits, I buy it for the flavor.  There is so much ginger, that you will find little pieces of the stuff collected at the bottom of your cup.  When I brew large amounts of chai tea, I always include a few bags of this for some added kick.",Positive
"There is nothing better then good coffee at a good price, well flavored, great taste, even better out of my Red Soxs mugs, also a Amazon purchase.  Great deal from warehouse.",Positive
I miss the King B ripple style and the regular jerky too.  Thanks Jack Links for at least offering this.,Positive
"Surprisingly! It has a great taste compared to other instant rice products. Also it has great nutritions all over the rice with lower calories. I am Loving it. Once you try it, you'll keep buying it.",Positive
"My son loves pretzels and I was excited to get them but he is not a big fan.  They are a bit drier than a regular pretzel.  My husband and I like them, but I was hoping for a better snacking choice for my son.",Neutral
"If there was a ZERO star rating guess what? I rarely write reviews but had to warn everyone that if you remotely think this is going to taste like ice cream you will be highly disappointed.  It taste like iced, colored gum.  ZERO taste is more like it. And what's up with the picture which I think is kind of deceptive?  First of all there are no 'cookies' and the product is a mousey brown color which is totally unappealing.  Then once you get past that and dig in not even by the biggest stretch of your imagination would you mistake this tasteless gook as some kind of dessert.  And it has the nerve to be expensive?  $6 totally wasted.",Negative
"I am ""subscribed"" to this product to receive a shipment monthly. The first two were fine, the cookies were soft and tasty. The last shipment had mold on every cookie. There are other complaints of mold on here, which shouldn't even be a problem if they are STORED CORRECTLY. These cookies are all natural and need to be refrigerated. I guess no matter how many times people complain to Amazon about getting moldy cookies, they still aren't correcting the storage situation!! So that really bothers me, and I don't think I'll be ordering any more of these until they fix the problem. It's quite disgusting.",Neutral
"I received 34 sample k-cups (only 1 less than advertised), 3 of those received were solid lumps that would not brew (all of those were from Grove Square), none were duplicates (yippee! since I wanted a sampling).  That said, this accomplished what I was looking for which was an idea of what variety is available in K-cups, and what I want to order more of.  I will stick with my favorite which is Coffee People's ""Jet Fuel"" (of which I received 1 in this order) <a href=""http://www.amazon.com/gp/product/B0029XLH4Y"">Coffee People Jet Fuel Dark Roast K-Cup Portion Pack for Keurig Brewers (Pack of 50)</a>. And I will never order anything from Grove Square which uses ""instant coffee"" and apparently inferior packaging.  I wouldn't order this again, but... I don't need to.  Not sure I'd recommend it to a friend either.",Negative
"I had high hopes for Senseo's expansion into the world of Kona coffee, but I was quickly disappointed. There is very little if any real Kona flavor in these pods. Again you get what you pay for with the Senseo brand coffees (however I do love my Senseo machine ).",Negative
"Great low fat, high protein treat, but it does make the dog have gas... Due to the high protein it may be hard for them to digest, but I used it as a special treat, given randomly, not regularly.",Neutral
"This is a British Classic, the ultimate chocolate selection especially at Christmas. I have been enjoying Quality Street since the 60s and they are the real thing!",Positive
"Have yet to try a Kashi cold cereal that wasn't good and this cereal is no exception Best suggestion to Kashi,is to put more of it in a bigger box,13 ounces is gone in a flash.",Positive
"I bought the 6.1 ounce jar off the grocers shelf for around $7 for quite some time.<br />Now, THANK YOU NESCAFE ! ! Amazon is the only one that carries it @ $130 a jar ! ! !<br />Come on, get real.....This is absurd pricing.<br />I will no longer buy this product, I don't like the stick packaging.",Negative
"Our puppy LOVES these treats, but doesn't want to try to get them out of the kong! :P I wouldn't pay this much for them again, since she isn't very enthusiastic about getting them out.",Positive
"i bought this but don't usually use it.  the coconut oil has a distinct smell and flavor that sometimes overpowers the food.  i won't buy it again, but thought i would give it a try.",Negative
These supplements are good for you & the price & amount were a good buy.,Positive
"YS Organic Bee Farms organic honey is hands down one of the best tasting raw organic honey products I've ever come across. I absolutely love the consistency and fresh taste and when gently warmed, use it over waffles or pancakes, or just scoop it up right out of the jar. Research the health benefits to raw honey, you just can't go wrong with this product. It's super healthy, great tasting, has many uses, what more can I say. IMO a fantastic, healthy product that I will be coming back to.",Positive
"You know, I have to say I wasn't impressed much by this stuff.  I'd like to say otherwise, but I'd might as well be honest.  Taste wise it was so-so, but the real zinger was a nasty aftertaste.  I'm not crazy, my wife experienced this too.  Sure, individual coffee makers can alter taste, but since everything else is fine going through ours, my money's on the coffee itself.  Sorry.",Negative
"I like just about all the Dr. McDougall foods. The taste of this one if pretty mild, but good.<br /><br />I have a hard time getting the pasta to fully cook, and usually have to add more water and cook longer than indicated on the package.",Positive
"I hate calling out an entire brand, but sadly, I must. I accidentally ordered this thinking it was a different, very similarly named brand, and didn't realize it I brewed a K-cup. It was so bitter, typical of this brand (this is my third attempt with this brand). And of course, I just had to accidentally buy the jumbo 24-count pack. Even with a 1/4 c of cream or a whole packet of hot cocoa, it still has a big bite to it. Anyway, it's just not for me. Good price, though, and arrived on time.",Negative
"I was very dissapointed with these so called ""Sour Cherry Gummies"", as an avid haribo Gummy Fan, I was expecting at least some type of sour taste, instead just overly sweet and sugar coated, not even much Cherry flavor just very very sweet and overwhelming sugar flavor.<br />If u want some gummies that r sour and tangy, try Fizzy Cola bottles!!<br />They still have sugar coating but a very good, not 2 sweet tangy and tart flavor!! Enjoy....",Negative
I love this tea!  I can drink it sweetened with stevia and sugar or just drink it unsweetened.  I always drink it iced,Positive
"I'm challenging myself to give up soda 100% this year, but I needed something with flavor to replace it. After searching online for Tea reviews, I decided to give this tea a try. I just made the first batch of Iced Tea and it's FANTASTIC!!! The tea has a clean, crisp taste and you can definitely taste the mint!! It's not overpowering but it's definitely there! I used 3 teabags , steeped it in a 2 quart pan full of hot water, added a teaspoon of sugar and let it sit. The tea really is very delicious, and leagues better than the yucky pre-made tea I've been buying at work. The tea is a bit naturally sweet, but it needed a teeny bit of sugar.<br /><br />I'm so pumped! Here's to a healthier 2012 with Numi.<br /><br />P.S. amazon prime rocks. Received the boxes in perfect condition.<br /><br />M~",Positive
"This cereal is flat, tasteless and bland. It tastes like you are eating a bowl of yellow corn meal, when you add milk, the flakes get big and soggy. I sorry I ordered six boxes of the stuff. I was looking to buy a healthier, cornflake cereal, but this stuff is horrible.",Negative
"If you have only water and don't have gatorade in the fridge and are short in minerals and feeling dehydrated, squirt this into some water and drink it up.  You'll get some of your essential ions back.  It's quick and easy.  I wouldn't drink this on a normal day though.",Neutral
"I recommend NOT buying this product, it doesn't taste like real thai ice tea.  I'm surprised at the reviewer who said ""i'm picky,"" for my restaraunt thai ice tea's i'm NOT so picky, so I didn't hesitate to buy this 12 back, because I thought how could it go wrong?  It went wrong.  tastes too milky, and nothing like Thai Ice Tea in restaraunts or even anything like Thai Ice Tea in Thailand!",Negative
"I bought these because of the good price, but was disappointed in the taste. I found Organic India's Tulsi to have a much better flavor.",Negative
"Think about it.  A 12 oz. can that weighs 11 pounds.  Packed with extra goodness, and heavy metals, or other amazing substances, this can of coke is a bargain at $11.92 + $56.96 shipping.  Yup, for $56.96, you can get this can of hard-to-find cola delivered to your home in about 2 weeks.  Imagine your joy.",Negative
This is great stuff.  We enjoy it on all things that need a little more seasoning.  Far superior to ordinary table salt in its ability to bring out more flavor from your food.  A small pinch of these salts is all that's needed.,Positive
"Warning -- this product contains nutrisweet, which I and may others are allergic to -- they don't say it on the amazon website so be careful!!!",Negative
I have only recently discovered a love for Chai Tea but it could be only a certain brand. I really enjoy the Celestial Seasonings brand Chai which has more body and well-blended flavor. This had such a strong cinnamon flavor and it was more the oil-type not the cinnamon stick type. None of the other flavors stood out at all to me. I really like cinnamon but it reminded me of the cinnamon toothpicks we made when I was a kid. I haven't had much experience with other types of Chai so I can't much of a comparison.,Negative
I buy Dogwell chicken treats for my dogs all the time.  These are the best chicken treats I have found for my dogs.  They love them and would eat the entire bag in one siting if they could.  I always buy these from Amazon.,Positive
"After purchasing this product online, I found the same exact product in a local grocery store for considerably less money.  This item in a 12 pack cost .32 per ounce delivered.  I can buy it at Trader Joes for .25 per ounce.  Needless to say, I was very disappointed!",Neutral
A friend brought these to work one day and I tried them and loved them.  I found them on Amazon.com and ordered.  I placed my second order some time back.  They make a great little snack when you want something sweet and healthy at the same time.  I'm hooked.,Positive
"I was not happy about the price of this single package item!!!  What a rip-off!!!  If you can, buy it from the store...I was charged over $12 for a package that costs only $1.99-$2.50 in stores...the problem is finding a store that carries this item",Negative
"This is about as good as a packaged Indian food can get. Has a slight processed taste, but still good.",Neutral
Great tea to wake you up in the morning. Rich flavors. Yogi does a great job at having a variety of very tea novice friendly teas.,Positive
"I purchased these salt crystals thinking the crystals would be bigger than they are.  They are not too fine, but I'd hope that they would be bigger for my salt grinder.",Neutral
"Both my dogs love this product, but until the source changes from China I would recommend giving it a miss. Our precious pets deserve the best, and this is packaged and marketed like it is, but Chinese food products, and pet products in particular are potentially very dangerous.<br /><br />I threw out a half a bag when I read where it came from.",Negative
A little disappointing. I was hoping that the premium chews would be more like the ones I used to get. They were much thicker and lasted longer. It seems everyone is cheapening their product for the sake of the almighty dollar.,Neutral
"Since my family loves Spam (fried for sandwiches) I thought I would try this product for a change of pace. Not sure, really, what I expected but was not sold on this at all. Did not have the taste of regular Spam but did not have the taste of roasted turkey either. Not sure what it tasted like. I proceeded to prepare it as I always do for sandwiches....heated up a non-stick skillet and sliced the product. Now I realize that this product is leaner than the regular Spam, and having said that I know now that I should have sprayed the skillet with a non-stick spray such as Pam. The product stuck to the pan like crazy and I was not able to fry it up evenly. This gave the procuct a mushy texture that was not pleasing. If you try it make sure you spray your pan first to avoid the sticking. Again, while eating it I was trying to figure out what it tasted like......still not sure. Had origianlly gotten this on subscribe and save but I thinkl I will cancel and just remain with the old standby..the original.",Negative
Brewed strong it's a bit gritty tasting so I add vanilla or raspberry Italian syrup to take of the edge. It seems less tannic than black tea and seems to keep me calm as well as giving increased alertness.,Positive
"I've lost 17 lbs in 23 days eating steak, this delicious barbeque sauce and other Walden products.  I eat it still even when I'm not still dieting.",Positive
"Anyone trying to avoid wheat and other nasty ingredients should give this flatbread a try. Crunchy, with good flavor (not cardboard-ish) that makes a perfect transport for any dip.",Positive
"Decided to try these the other day and regretted it. These are hard to bite, very stiff and dry, and did not taste like peanut butter and chocolate, tasted synthetic somehow. One of the worst GF products I have found to date. GF does not have to taste horrible and shouldn't! Will stick to Envirokids rice bars from now on they are much better.",Negative
"Cookies arrived on time and reportedly tasted fine, but everything had bounced around and was a jumbled mess in the packaged. Not exactly the cute gift I intended, but since it was for my 19 year old son at college he didn't care what it looked like. I wouldn't purchase again, though.",Neutral
"My six month old baby loves the Earth's Best 2nd Sweet Potato Chicken Dinner - it's his favorite. He seems to love all the Earth's Best 2nd foods - fruits, vegetables, and dinners. The consistency of the food makes it easy for him to eat - not too thick, not too thin.",Positive
"I love chai and have a cup every day - summer or winter.  My favorite that I've had is the Oregon Chai Concentrate, but decided to give Big Train a try since it had so many good reviews.<br /><br />Upon having my first cup, I wondered if there was something wrong with the chai I had received, either that or my opinion on a good chai varies wildly from everyone else!  It tastes kind of chalky, especially when you get to the bottom of the cup.  The flavor was also kind of strange, nothing like the sweetness that you would get from Oregon Chai.  I was wishing that I had ordered the vanilla flavor...perhaps that would have agreed more to my tastes.  I know there are a lot of people that prefer the spicy flavor over the sweet flavored chais.  Perhaps this brand is tailored to the spicy chai lovers.<br /><br />I've had the two cans for a few months now, and have been drinking it as a last resort when I am out of my other chai.  I have ordered the vanilla Big Train chai to see if that has a better taste.  I'm also getting a hot drink maker (similar to a Mr Cocomotion) that will hopefully mix the chai better, eliminating the chalky texture.  I will update this review after I make it with the drink maker!",Neutral
"This review is based on using these pods with a Nespresso Espresso machine.  Don't waste your money.  This coffee is not espresso.  It is a high priced 40ml cup of thin and weak drip coffee at best.  It does not have the body, it does not have the flavor, and it does not have the crema that will get from the Nespresso pods.",Negative
"I found these at my local store and could not believe how great they taste. They are all-natural and taste amazing. They taste comparable and possibly better than Girl Scout Thin Mints, and they don't have the artificial flavor or hydrogenated oil that is in Thin Mints. And plus these cookies contain MonoSat Fats.  Although these cookies do have 2 more grams of sugar and just slightly more sodium.  These cookies do not crumble easily like you would expect. These have a nice crunch to them. And the chocolate and mint are not overbearing either.  Highly recommended.  I'll never buy Girl Scout Cookies again. Back to Nature makes some amazing cookies.",Positive
Great tasting tea and very healthy.  I was very surprised and will probably be ordering more.  It does cost - but the cheapest I have found.,Positive
"I found these Frosted Flakes to be good but as compared to what comes from the local grocery store the flakes from Amazon had a different color and taste. I received the flakes in a timely manner and they still had almost a year left before reaching the Best Used by Date, but these had a look and taste as if they had already passed the expiration date. The coloring was considerably darker and they seemed to have lost their sweet taste.  They are still edible and I am eating them.",Neutral
Nowhere in the description does it mention anything about this coffee being flavored. I'm still not sure what flavor it is. Some type of nut. I wrongly assumed that Jamaican coffee would be similar to the Blue Mountain coffee which Jamaica is known for! How silly of me to assume that! I hate flavored coffees so I was so disappointed to now own 2 boxes of such a horrible coffee. It only says flavored very small on the box so I didn't notice it before I opened it. Hopefully I can pawn it off to visitors and buy some regular bold coffee-flavored coffee for myself!,Negative
Melts and spoils in shipping. Very disappointing in texture and flavor. You're better off buying this locally at full retail.,Negative
"I love Kitchens of India and have ordered many of their mixes (esp. the butter chicken curry mix) and ready-to-eat items, but was very disappointed in this one.<br /><br />There is very little rice compared with the amount of grease and spices (strong taste of pumpkin pie spices like cinnamon and clove) and it just doesn't taste very good. The 8.8 oz package says it is two servings but is really only one serving -- and has TWENTY FOUR GRAMS OF FAT, 10 of them Saturated Fat, and 580 calories. I did enjoy the free Indian music CD, but that comes with their other food items as well.  Pass this one up!",Negative
"The Clear brand dandruff shampoos seem to be everywhere now. They use pyrithione zinc to control dandruff, similar to other brands, but cost a bit more in my experience. How does this accompanying Strong Lengths conditioner hold up?<br /><br />FRAGRANCE<br /><br />Similar to cheap children's perfume.  While it is not overpowering, I think a simple ""clean"" smell would be much better.<br /><br />TEXTURE<br /><br />The texture is thick and it takes a lot to spread throughout long hair.<br /><br />CONDITIONING<br /><br />The name suggests that this is a lighter conditioner than the Dry Scalp type, and that seems to be the case.  My hair was soft, but something heavier might be needed during the winter.<br /><br />OVERALL<br /><br />Clear Strong Lengths conditioner is very reminiscent of a generic conditioner, with a cheap floral scent and basic results.  If you are a fan of the Clear shampoos, I suggest looking elsewhere for the conditioner.",Neutral
"We have been purchasing wine kits locally for several years and recently began purchasing from Amazon as our local source closed shop - until we processed this kit we have never had a bad batch - color was good, but there was a distinct odor and sharp taste to the finished product - the batch was scrapped.",Negative
"We cant say enought about the Gluten Free Bisquick.. My husband and all three kids are allergic to Wheat and we are on a strick Gluten Free diet in our house.. I have tried every product out there to make pancakes, waffles, biscuits and even chicken fingers and was so pleasantly suprised that this little box does it all and does it all WONDERFUL... Pancakes are wonderful, Waffles are Great, Chicken Fingers are the best Ive made and the biscuits are delish.. Cant ask for anything better.. I only wish you could buy it ina bigger box and it was a little cheaper but we are a HUGE fan...",Positive
Adams Extracts minced garlic is the best dried garlic that I've tried . It has a strong garlic smell and taste and it rehydrates nicely . The product was very pure with no hard or chewy contaminants like you'd find in cheaper minced garlic products . Well worth the price .,Positive
"""Pav Bhaji, Mashed Vegetable Curry"" was one of the meals included in <a href=""http://www.amazon.com/gp/product/B002GQ6OEM"">Kitchens of India  Ready to Eat Dinner Variety Pack, 10 Ounce Boxes (Pack of 6)</a>. I like this dish, but not as much as some of the the others by Kitchens of India. This has a fairly bland flavor, making it more suited as a side dish, and it is more than a little spicy.<br /><br />The packet say it contains 2.5 servings but it is closer to 2 for my family. It also makes for an enjoyable snack as well.<br /><br />Recommended!<br /><br />CFH",Positive
Our cats really love these treats.  If you just pick up the bag you have any within hearing distance there to share.,Positive
"These PB2 products are definitely a low calorie alternative if you are willing to give up some of the flavor and texture that you get with original PB. I wasn't a big fan of the regular PB flavor as it was just too different for me from regular PB, and I only used reduced fat PB normally as well. I enjoyed the chocolate flavor a bit better than the regular.<br /><br />Also, it should be noted that because you mix 2 tablespoons of the powder with a tablespoon of water, this actually creates probably half of a jar of PB in the end so this regular sized PB jars go much more quickly.<br /><br />All in all, I'm not sure I will be purchasing this product again. The grainy texture and difference in flavor, along with the fact that you have to do measuring and mixing to get your PB is just not worth it to me. I'll take reduced fat PB.",Neutral
I like this flavor a lot. When I make this I add about 1/4-1/2 cup of regular old fashioned oats. It makes it not quite so sweet and I like the texture of the non-instant oats. I just add water and cook in microwave for 3 minutes. I have no idea what someone said meant about the fake flavoring smell lingering for a week. I didn't have any problem with the smell.,Positive
"Pretzels have been improperly stored and/or prepared with poor-quality ingredients, they have an off taste like rancid vegetable oil. I gave two stars instead of one because Amazon did try twice and refunded both times. Interestingly, I have bought this product before when it was available in the Seattle area and it was excellent. There is obviously a quality-control problem going on somewhere along the line.",Negative
I have no idea how there is anyone who actually likes this stuff - it is AWFUL!!!! I like regular Hawaiian punch so I got these but I wish I hadn't.  It is so bad.,Negative
"Love this stuff.  On eggrolls or anything asian and suddenly your in you favorite chinese restaurant - or better yet, traveling somewhere near The Great Wall!  I'm so addicted to this stuff.  It's delicious and goes great with Moo-Shoo anything!  If you're a chinese food lover, you know this sauce is a MUST.  Settle for nothing less.  Love this stuff.  Sweet, salty and tangy.  Just how it should be!  ~  Yum!  ~  Oh by the way ... a little goes a long long way!",Positive
"This dog food has a strange, bad odor to it. My dogs won't eat it. Other dogs must like it becuase Merrick is a very successful company, but I won't be buying this again.",Negative
Possibly THE best salt and vinegar chips (healthy or not) ever!  The salt is just right and compliment the vinegar's tartness perfectly.<br /><br />All the chips are good.. salt and pepper can be a little overwhelming.,Positive
"taste was very good but texture was watery compared to other brands . i make a fat free /sugar free pumpkin custard using egg whites. only 400 calories for the whole dish . with other brands of canned pumpkin it is the same texture as a normal pumpkin pie minus the crust . this brand comes out a bit soupy but still quite tasty. for a custard it is fine but for a pie ,it would never hold up to being a pretty slice, to hold it's shape unless you  over baked it. mind you - with the shortage we are having i would buy it again , i will buy it again because the taste is good unless you over bake it .",Neutral
This is horrible! DO NOT BUY! This coffee tastes nothing like something from Maui nor has it sat even near to a vanilla bean or any kind of nut! You'd be better off buying foldger's or maxwell house. It was over roasted\scortched and ground way too fine. I cant believe anyone liked this at all! I have to believe the positive reviews are from friends and relatives. what a waste of my money.,Negative
"These are not the same Clorets gum you may remember.  I tried several packs of the gum and they were all off.  No wonder you can't find these in stores anymore, they are of a very poor quality.  Again, do not buy these if you're looking for Clorets.",Negative
These are the classic Slo Poke creamy caramel candy I grew up with. very creamy van nilla tasting 24 bars to a box and I have a months worth to enjoy.  These are not available locally and never in large amounts.  These are a good size not the bite size that are  just that a bite.  You do have to eat them slowly .,Positive
"Its an outright lie that this product is garlic oil.  It is garlic flavored soybean oil an its simply outrageous that they have the gall to market it as garlic oil.  If I wanted oil from gene modified soybeans I could run down to Dollar General and get a lot larger bottle for $1.  Of course I'd have to crush a garlic clove or 2 to flavor it, but at least I'd know that it was actual garlic in it rather than the ""garlic extracts"" that Roland uses to flavor their soybean oil.  This product stinks, and I don't mean of garlic.  Amazon should not even allow this fraudulently labeled product to be distributed through under their banner, but at the very least one ought to be able to put a minus sign into the rating so I could give it a minus 5 stars.",Negative
"I just received this salt server and the wife immediately shot it down as ""looks cheap"". A very noticeable difference in mine is that the clear rubber flange that rings the inside of the top has half a dozen small rubber anchors that push through holes on the top of the metal lid. While I'm sure this helps keep the rubber flange from falling out, the rubber nubs that are visable on the top and are NOT pictured on the online image look stupid. I am dissappointed because I am an Alton Brown lover and wanted to have the real McCoy. I'm returning it and will purchas an Olivewood salt cellar instead.",Negative
"This is the BEST Tea and I love it!  As it brews, the aroma in my house is amazing and the tea tastes great.",Positive
"I really love Peace Cereals. The company has such great values - 10% of all profits go toward peace making efforts, that is why the cereal is higher in price than most cereals.<br /><br />Except for the price, high sodium, low fiber, and small amount in the box, all of the cereal flavors are great tasting! I like it despite these drawbacks because of the peace efforts, the natural ingredients, the freshness, the spices, and the mix of oat clusters and flakes.<br /><br />I especially love the mango passion cereal flavor- it has a great spice flavor, with cardamom! Serve with great tasting soymilk and fresh fruit, and you have a great breakfast! Some flavors (but not all) include: Peace Cereal Mango Passion Low Fat Crisp, 10.5-Ounce Boxes (Pack of 6), Peace Cereal Maple Pecan Crisp, 14-Ounce Boxes (Pack of 6), Peace Cereal Raspberry Ginger Low Fat Crisp, 14-Ounce Boxes (Pack of 6), Peace Cereal Wild Berry Low Fat Crisp, 10.5-Ounce Boxes (Pack of 6), Peace Cereal Apple Cinnamon Crisp, 10.5-Ounce Boxes (Pack of 6)",Positive
"We ordered two canisters of Yuban coffee from Amazon which was promptly delivered right to our door step.  The day after receiving it, local stores advertised the same product at a lower price!  However we did save on the gas it required to buy it at the store! But even the price of gas dropped! I was disappointed with the Yuban flavor, but realize to get a higher quality taste you must pay the difference.  We probably will do that after we've consumed the Yuban.",Neutral
